id,subId,customer,product,type,start,end,status,amount
ORD-2025-0002,SUB-ACM-010,Acme Corporation,Aegis Mobile Agent × 15,renewal,2025-01-15,2026-01-14,expired,90
ORD-2025-0003,SUB-SUN-006,Sunrise Media Group,Aegis Endpoint Protection × 4,new_purchase,2025-01-20,2028-01-19,active,184
ORD-2025-0004,SUB-SUN-007,Sunrise Media Group,Argus XDR Forensics Add-on × 1,renewal,2025-02-01,2026-01-31,expired,8500
ORD-2025-0005,SUB-BLU-009,BlueCrest Engineering,Vantage Threat Intelligence Feed × 1,renewal,2025-02-15,2026-02-14,expired,25000
ORD-2025-0006,SUB-BLU-010,BlueCrest Engineering,IronGate VPN Concentrator 500 × 2,renewal,2025-02-20,2028-02-19,active,11800
ORD-2025-0007,SUB-DAT-006,DataFlow Analytics,SentryWall 7400 × 2,new_purchase,2025-03-01,2028-02-28,active,53000
ORD-2025-0008,SUB-DAT-007,DataFlow Analytics,SentryWall Central Manager × 6,renewal,2025-03-01,2026-02-28,active,39000
ORD-2025-0009,SUB-MER-008,Meridian Finance Ltd,Vantage Threat Intelligence Feed × 1,add_on,2025-03-15,2026-03-14,active,25000
ORD-2025-0010,SUB-MER-009,Meridian Finance Ltd,Aegis Mobile Agent × 20,renewal,2025-03-15,2026-03-14,active,120
ORD-2025-0011,SUB-GLE-008,GlobalEdge Technologies,Meridian SASE × 15,new_purchase,2025-04-01,2028-03-31,active,375
ORD-2025-0012,SUB-GLE-009,GlobalEdge Technologies,Aegis Mobile Agent × 30,renewal,2025-04-01,2026-03-31,active,180
ORD-2025-0013,SUB-IND-006,IndieArt Studios,BastionSIEM Connector × 5,renewal,2025-04-15,2026-04-14,active,22500
ORD-2025-0014,SUB-IND-007,IndieArt Studios,SentryWall 7400 × 2,new_purchase,2025-04-20,2028-04-19,active,53000
ORD-2025-0015,SUB-QTM-006,QuantumLabs Research,SentryWall 3200 × 2,add_on,2025-05-01,,active,18400
ORD-2025-0016,SUB-QTM-007,QuantumLabs Research,CloudWarden CSPM × 1,renewal,2025-05-01,2026-04-30,active,16500
ORD-2025-0017,SUB-VRT-006,Vertigo Consulting,Sentinel Mail Security × 5,new_purchase,2025-05-15,2028-05-14,active,100
ORD-2025-0018,SUB-VRT-007,Vertigo Consulting,Aegis Mobile Agent × 10,renewal,2025-05-15,2026-05-14,active,60
ORD-2025-0019,SUB-HBV-006,Harbor View Corp,Aegis Endpoint Protection × 5,new_purchase,2025-06-01,2028-05-31,active,230
ORD-2025-0020,SUB-HBV-007,Harbor View Corp,Argus XDR Forensics Add-on × 1,renewal,2025-06-01,2026-05-31,active,8500
ORD-2025-0021,SUB-PAC-006,Pacific Rim Logistics,Argus XDR × 12,renewal,2025-06-15,2028-06-14,active,540
ORD-2025-0022,SUB-NVL-006,NewVenture LLC,Argus XDR × 5,new_purchase,2025-07-01,2028-06-30,active,225
ORD-2025-0023,SUB-NVL-007,NewVenture LLC,Aegis Mobile Agent × 5,renewal,2025-07-01,2026-06-30,active,30
ORD-2025-0024,SUB-APX-006,Apex Systems Inc,Argus XDR × 18,renewal,2025-07-15,2028-07-14,active,810
ORD-2025-0025,SUB-APX-007,Apex Systems Inc,Argus XDR Forensics Add-on × 1,add_on,2025-07-20,,active,8500
ORD-2025-0026,SUB-CLH-007,Clearwater Health,Aegis Endpoint Protection × 6,new_purchase,2025-08-01,2028-07-31,active,276
ORD-2025-0027,SUB-CLH-008,Clearwater Health,Sentinel Mail Archiving Add-on × 14,renewal,2025-08-01,2026-07-31,active,91
ORD-2025-0028,SUB-IRN-007,Ironbridge Capital,Meridian SASE × 10,new_purchase,2025-08-15,2028-08-14,active,250
ORD-2025-0029,SUB-IRN-008,Ironbridge Capital,Aegis Mobile Agent × 22,renewal,2025-08-15,2026-08-14,active,132
ORD-2025-0030,SUB-NVT-006,NovaTech Solutions,Sentinel Mail Security × 8,renewal,2025-09-01,2028-08-31,active,160
ORD-2025-0031,SUB-NVT-007,NovaTech Solutions,SentryWall Central Manager × 6,renewal,2025-09-01,2026-08-31,active,39000
ORD-2025-0032,SUB-SKY-007,Skyline Architects,SentryWall 3200 × 4,renewal,2025-09-15,2028-09-14,active,36800
ORD-2025-0033,SUB-SKY-008,Skyline Architects,Vantage Threat Intelligence Feed × 1,renewal,2025-09-15,2026-09-14,active,25000
ORD-2025-0034,SUB-FUS-006,Fusion Marketing,Aegis Endpoint Protection × 8,renewal,2025-10-01,2028-09-30,active,368
ORD-2025-0035,SUB-FUS-007,Fusion Marketing,BastionSIEM Connector × 4,renewal,2025-10-01,2026-09-30,active,18000
ORD-2025-0036,SUB-CRW-006,CrestWave Finance,Aegis Endpoint Protection × 10,new_purchase,2025-10-15,2028-10-14,active,460
ORD-2025-0037,SUB-CRW-007,CrestWave Finance,Vantage Threat Intelligence Feed × 1,renewal,2025-10-15,2026-10-14,active,25000
ORD-2025-0038,SUB-PAX-006,Parallax Studios,IronGate VPN Concentrator 500 × 4,new_purchase,2025-10-20,2028-10-19,active,23600
ORD-2025-0039,SUB-PAX-007,Parallax Studios,BastionSIEM Connector × 4,renewal,2025-10-20,2026-10-19,active,18000
ORD-2025-0040,SUB-RDG-005,Ridgeline Consulting,Meridian SASE × 5,renewal,2025-11-01,2028-10-31,active,125
ORD-2025-0041,SUB-MTM-005,Momentum Creative,IronGate VPN Concentrator 500 × 5,new_purchase,2025-09-01,2028-08-31,pending,29500
ORD-2025-0042,SUB-SFX-004,SoloFX Studio,SentryWall 3200 × 1,new_purchase,2025-06-01,2028-05-31,active,9200
ORD-2025-0043,SUB-CST-004,Coastal Properties,Aegis Endpoint Protection × 6,renewal,2025-12-01,2028-11-30,active,276
ORD-2025-0044,SUB-RED-004,Redstone Partners,Argus XDR × 5,new_purchase,2025-12-05,2028-12-04,pending,225
ORD-2025-0045,SUB-BLU-011,BlueCrest Engineering,CloudWarden CSPM × 1,renewal,2025-03-01,2026-02-28,active,16500
ORD-2025-0046,SUB-QTM-008,QuantumLabs Research,SentryWall 7400 × 2,new_purchase,2025-05-10,2028-05-09,active,53000
ORD-2025-0047,SUB-CLH-009,Clearwater Health,Vantage Threat Intelligence Feed × 1,renewal,2025-08-15,2026-08-14,active,25000
ORD-2025-0048,SUB-IRN-009,Ironbridge Capital,Vantage Threat Intelligence Feed × 1,renewal,2025-09-01,2026-08-31,active,25000
ORD-2025-0049,SUB-GLE-010,GlobalEdge Technologies,CloudWarden CSPM × 1,add_on,2025-04-10,2028-04-09,active,16500
ORD-2025-0050,SUB-APX-008,Apex Systems Inc,Meridian SASE × 10,new_purchase,2025-08-01,2028-07-31,active,250
ORD-2026-0001,SUB-ACM-011,Acme Corporation,Argus XDR × 5,renewal,2026-01-15,2029-01-14,active,225
ORD-2026-0002,SUB-GLE-011,GlobalEdge Technologies,Argus XDR Forensics Add-on × 1,renewal,2026-02-01,2027-01-31,active,8500
ORD-2026-0003,SUB-BLU-012,BlueCrest Engineering,Vantage Threat Intelligence Feed × 1,renewal,2026-02-15,2027-02-14,active,25000
ORD-2026-0004,SUB-MER-010,Meridian Finance Ltd,Sentinel Mail Archiving Add-on × 20,renewal,2026-02-10,2027-02-09,active,130
ORD-2026-0005,SUB-VRT-008,Vertigo Consulting,Aegis Mobile Agent × 10,renewal,2026-02-20,2027-02-19,pending,60
ORD-2026-0006,SUB-SKY-009,Skyline Architects,SentryWall 3200 × 2,new_purchase,2026-02-01,2029-01-31,active,18400
ORD-2026-0007,SUB-CLH-010,Clearwater Health,Aegis Endpoint Protection × 8,new_purchase,2026-01-20,2029-01-19,active,368
ORD-2026-0008,SUB-PAC-007,Pacific Rim Logistics,Sentinel Mail Archiving Add-on × 12,add_on,2026-01-10,,active,78
ORD-2026-0009,SUB-NVT-008,NovaTech Solutions,SentryWall 7400 × 3,new_purchase,2026-02-05,2029-02-04,pending,79500
ORD-2026-0010,SUB-CRW-008,CrestWave Finance,Sentinel Mail Security × 8,new_purchase,2026-02-10,2029-02-09,active,160
ORD-2026-0011,SUB-HBV-008,Harbor View Corp,Aegis Mobile Agent × 10,renewal,2026-02-15,2027-02-14,active,60
ORD-2026-0012,SUB-PAX-008,Parallax Studios,SentryWall 7400 × 2,new_purchase,2026-01-25,2029-01-24,active,53000
ORD-2026-0013,SUB-MTM-006,Momentum Creative,BastionSIEM Connector × 6,renewal,2026-02-01,2027-01-31,active,27000
ORD-2026-0014,SUB-APX-009,Apex Systems Inc,Meridian SASE × 8,renewal,2026-02-10,2029-02-09,active,200
ORD-2026-0015,SUB-IRN-010,Ironbridge Capital,Argus XDR × 10,renewal,2026-01-20,2029-01-19,active,450
ORD-2026-0016,SUB-RDG-006,Ridgeline Consulting,Aegis Endpoint Protection × 4,new_purchase,2026-02-20,2029-02-19,pending,184
ORD-2026-0017,SUB-SFX-005,SoloFX Studio,CloudWarden CSPM × 1,renewal,2026-01-15,2027-01-14,active,16500
ORD-2026-0018,SUB-FUS-008,Fusion Marketing,CloudWarden CSPM × 1,add_on,2026-02-10,,active,16500
ORD-2026-0019,SUB-NVL-008,NewVenture LLC,Aegis Mobile Agent × 8,renewal,2026-02-15,2027-02-14,active,48
ORD-2026-0020,SUB-CST-005,Coastal Properties,Argus XDR Forensics Add-on × 1,renewal,2026-02-20,2027-02-19,pending,8500
